中心词,别名,属性,属性内容
A族溶血性链球菌感染,风湿热，猩红热
, ,病情描述
 , , , ,        右肺上叶后段
 , , , ,    右肺中叶
 , , , ,        右肺中叶内段
 , , , ,        右肺中叶外段
 , , , ,    右肺下叶
 , , , ,        右肺下叶背段
 , , , ,        右肺下叶前基底段
 , , , ,        右肺下叶内基底段
 , , , ,        右肺下叶外基底段
 , , , ,        右肺下叶后基底段
败血症,败血症，脓毒症，脓毒血症
, ,病情描述
, , ,时期
 , , , ,产褥期
, ,病情描述
, , ,年龄
 , , , ,新生儿
, ,病情描述
, , ,病情
 , , , ,脓毒败血症
 , , , ,单核细胞增多性李斯特菌败血症
 , , , ,病毒血症
, ,病因
 , , ,感染
 , , , ,病原学
 , , , ,    细菌感染
 , , , ,        球菌
 , , , ,            奈瑟菌
 , , , ,                脑膜炎球菌
 , , , ,                淋球菌
 , , , ,            气球菌
 , , , ,            葡萄球菌
 , , , ,                表皮葡萄球菌
 , , , ,                金黄色葡萄球菌
 , , , ,                腐生葡萄球菌
 , , , ,                溶血葡萄球菌
 , , , ,                人葡萄球菌
 , , , ,                头葡萄球菌
 , , , ,                沃氏葡萄球菌
 , , , ,                凝固酶阴性葡萄球菌
 , , , ,            肠球菌
 , , , ,                粪肠球菌
 , , , ,                屎肠球菌
 , , , ,                鸟肠球菌
 , , , ,                坚韧球肠菌
 , , , ,            链球菌
 , , , ,                肺炎链球菌
 , , , ,                草绿色链球菌
 , , , ,                溶血性链球菌
 , , , ,                    A族链球菌
 , , , ,                    B族链球菌
 , , , ,                    D族链球菌
 , , , ,                唾液链球菌
 , , , ,        杆菌
 , , , ,            加特纳菌
 , , , ,                阴道加特纳菌
 , , , ,            鲍特菌
 , , , ,                百日咳鲍特菌
 , , , ,                支气管败血鲍特杆菌
 , , , ,                副百日咳鲍特杆菌
 , , , ,            军团菌
 , , , ,                嗜肺军团菌
 , , , ,                麦氏军团菌
 , , , ,                杜氏军团菌
 , , , ,            克雷伯氏菌
 , , , ,            变形杆菌
 , , , ,            阴沟肠杆菌
 , , , ,            粘球杆菌
 , , , ,            产碱杆菌
 , , , ,            苍白杆菌
 , , , ,                人苍白杆菌
 , , , ,            肠道杆菌
 , , , ,                埃希菌
 , , , ,                志贺菌
 , , , ,                沙门菌
 , , , ,                    伤寒杆菌
 , , , ,                    C群沙门菌
 , , , ,                    B群沙门菌
 , , , ,                    猪霍乱沙门菌
 , , , ,                    鼠伤寒沙门菌
 , , , ,                    阿哥拉沙门菌
 , , , ,                    沙门菌伦敦血清型
 , , , ,                    都柏林沙门菌
 , , , ,                    亚利桑那沙门氏杆菌
 , , , ,                    副伤寒杆菌
 , , , ,                大肠杆菌
 , , , ,                    致病性大肠杆菌
 , , , ,                    肠毒性大肠杆菌
 , , , ,                    肠侵袭性大肠杆菌
 , , , ,                    肠出血性大肠杆菌
 , , , ,                    肠粘附性大肠杆菌
 , , , ,                爱德华氏菌
 , , , ,                    迟钝爱德华氏菌
 , , , ,                普鲁菲登菌
 , , , ,                    雷极普鲁菲登菌
 , , , ,                    斯氏普鲁菲登菌
 , , , ,                    产碱普鲁菲登菌
 , , , ,                沙雷氏菌
 , , , ,                    粘质沙雷氏菌
 , , , ,                难辨梭状芽孢杆菌
 , , , ,                吡邻单胞菌
 , , , ,                嗜水气单胞菌
 , , , ,                坏死梭形杆菌
 , , , ,                坂崎肠杆菌
 , , , ,                枸橼酸杆菌
 , , , ,            棒状杆菌
 , , , ,                白喉棒状杆菌
 , , , ,                蕈样棒状杆菌
 , , , ,            嗜血杆菌
 , , , ,                流感嗜血杆菌
 , , , ,            分枝杆菌
 , , , ,                结核杆菌
 , , , ,                    非典型分枝杆菌
 , , , ,                麻风分枝杆菌
 , , , ,                非结核分枝杆菌
 , , , ,                    鸟-胞内复合分枝杆菌
 , , , ,                    堪萨斯分枝杆菌
 , , , ,                    瘰疬分枝杆菌
 , , , ,                    海分枝杆菌
 , , , ,                    溃疡分枝杆菌
 , , , ,                    偶发分枝杆菌
 , , , ,                    龟分枝杆菌
 , , , ,                    脓肿分枝杆菌
 , , , ,                    猿猴分枝杆菌
 , , , ,                    土地分枝杆菌
 , , , ,            弗里德兰德氏杆菌
 , , , ,            不动杆菌
 , , , ,                醋酸钙不动杆菌
 , , , ,                鲁菲不动杆菌
 , , , ,                鲍曼不动杆菌
 , , , ,                溶血不动杆菌
 , , , ,                琼氏不动杆菌
 , , , ,                约翰逊不动杆菌
 , , , ,                抗辐射不动杆菌
 , , , ,            枯草杆菌
 , , , ,            类丹毒杆菌
 , , , ,            鼻硬结杆菌
 , , , ,            嗜麦芽窄食单胞菌
 , , , ,            假单胞菌
 , , , ,                铜绿假单胞菌
 , , , ,                伯克氏菌
 , , , ,                    洋葱伯克氏菌
 , , , ,                    鼻疽伯克氏菌
 , , , ,                    类鼻疽伯克氏菌
 , , , ,        螺形菌
 , , , ,            弯曲菌
 , , , ,                空肠弯曲菌
 , , , ,            弧菌
 , , , ,                霍乱弧菌
 , , , ,                副溶血性弧菌
 , , , ,            螺杆菌
 , , , ,                幽门螺杆菌
 , , , ,        厌氧性细菌
 , , , ,            厌氧芽孢梭菌
 , , , ,                破伤风梭菌
 , , , ,                产气杆菌
 , , , ,                肉毒梭菌
 , , , ,                艰难梭菌
 , , , ,            无芽孢厌氧菌
 , , , ,            李斯特菌
 , , , ,                单核增生李斯特菌
 , , , ,        动物源性细菌
 , , , ,            巴尔通体杆菌
 , , , ,                汉赛巴通体
 , , , ,            布氏杆菌
 , , , ,            耶尔森菌
 , , , ,                鼠疫耶尔森菌
 , , , ,                小肠结肠炎耶尔森菌
 , , , ,                假结核耶尔森菌
 , , , ,            芽孢杆菌
 , , , ,                炭疽芽孢杆菌
 , , , ,                蜡样芽孢杆菌
 , , , ,            巴斯德氏菌
 , , , ,            猪链球菌
 , , , ,            土拉菌
 , , , ,        放线菌
 , , , ,            诺卡菌
 , , , ,        其他致病性细菌
 , , , ,    病毒感染
 , , , ,        DNA病毒
 , , , ,            双链DNA病毒
 , , , ,                痘病毒科
 , , , ,                疱疹病毒科
 , , , ,                    α疱疹病毒
 , , , ,                        水痘-带状疱疹病毒
 , , , ,                        人类单纯疱疹病毒
 , , , ,                    β疱疹病毒
 , , , ,                        巨细胞病毒
 , , , ,                    γ疱疹病毒
 , , , ,                        EB病毒
 , , , ,                腺病毒科
 , , , ,                乳头瘤病毒科
 , , , ,                其他双链DNA病毒
 , , , ,                    微小纺锤形噬菌体科
 , , , ,                    藻类DNA病毒科
 , , , ,                    虹彩病毒科
 , , , ,                    杆状病毒科
 , , , ,                    多瘤病毒科
 , , , ,                    多DNA病毒科
 , , , ,                    囊泡病毒科
 , , , ,                    覆盖噬菌体科
 , , , ,                    有尾噬菌体目
 , , , ,                        肌尾噬菌体科
 , , , ,                        长尾噬菌体科
 , , , ,                        短尾噬菌体科
 , , , ,                    古噬菌体科
 , , , ,                    复层噬菌体科
 , , , ,                    脂毛噬菌体科
 , , , ,            单链DNA病毒
 , , , ,                细小病毒科
 , , , ,                    人细小病毒B19
 , , , ,                环病毒科
 , , , ,                联体病毒科
 , , , ,                微小噬菌体科
 , , , ,                丝杆噬菌体科
 , , , ,        DNA和RNA逆转录病毒
 , , , ,            花椰菜花叶病毒科
 , , , ,            嗜肝DNA病毒科
 , , , ,                乙型肝炎病毒
 , , , ,            逆转录病毒科
 , , , ,                人嗜T-淋巴病毒1型
 , , , ,            假病毒科
 , , , ,            转座病毒科
 , , , ,        RNA病毒
 , , , ,            白蛉热病毒
 , , , ,                裂谷热病毒
 , , , ,            双链RNA病毒
 , , , ,                囊状噬菌体科
 , , , ,                呼肠孤病毒科
 , , , ,                    轮状病毒
 , , , ,                双RNA病毒科
 , , , ,                    人类免疫缺陷病毒
 , , , ,                单组份双链RNA球状真菌病毒科
 , , , ,                减毒病毒科
 , , , ,            裸露RNA病毒科
 , , , ,            负单链RNA病毒
 , , , ,                单分子负链RNA病毒目
 , , , ,                    副粘病毒科
 , , , ,                        腮腺炎病毒
 , , , ,                        麻疹病毒
 , , , ,                        副流感病毒
 , , , ,                        合胞病毒
 , , , ,                    弹状病毒科
 , , , ,                        狂犬病毒
 , , , ,                    丝状病毒科
 , , , ,                    博尔纳病毒科
 , , , ,                其他负单链RNA病毒
 , , , ,                    正粘病毒科
 , , , ,                        流感病毒
 , , , ,                            甲型流感病毒
 , , , ,                            乙型流感病毒
 , , , ,                            丙型流感病毒
 , , , ,                    布尼亚病毒科
 , , , ,                        汉坦病毒
 , , , ,                    沙拉病毒科
 , , , ,            正单链RNA病毒
 , , , ,                轻小噬菌体科
 , , , ,                套病毒目
 , , , ,                    动脉炎病毒科
 , , , ,                    冠状病毒科
 , , , ,                        冠状病毒
 , , , ,                            新型冠状病毒
 , , , ,                其他正单链RNA病毒
 , , , ,                    小RNA病毒科
 , , , ,                        甲型肝炎病毒
 , , , ,                        肠病毒
 , , , ,                            肠道病毒71型
 , , , ,                            柯萨奇病毒
 , , , ,                                埃克病毒
 , , , ,                                脊髓灰质炎病毒
 , , , ,                        诺沃克类病毒
 , , , ,                        鼻病毒
 , , , ,                    欧防风黄点病毒科
 , , , ,                    黄病毒科
 , , , ,                        丙型肝炎病毒
 , , , ,                        西尼罗病毒
 , , , ,                        黄热病毒
 , , , ,                        登革热病毒
 , , , ,                        乙型脑炎病毒
 , , , ,                        圣路易脑炎病毒
 , , , ,                        兹卡病毒
 , , , ,                    披膜病毒科
 , , , ,                        风疹病毒
 , , , ,                    新型冠状病毒
 , , , ,        肝炎病毒
 , , , ,            丁型肝炎病毒
 , , , ,            戊型肝炎病毒
 , , , ,            庚型肝炎病毒
 , , , ,    真菌感染
 , , , ,        曲霉菌
 , , , ,        酵母菌属
 , , , ,            热带假丝酵母菌
 , , , ,            白色假丝酵母菌
 , , , ,        念珠菌
 , , , ,            白色念珠菌
 , , , ,        粗球孢子菌
 , , , ,        荚膜组织胞浆菌
 , , , ,            美洲组织胞浆菌
 , , , ,            非洲组织胞浆菌
 , , , ,        孢子菌
 , , , ,        皮炎芽生菌
 , , , ,        副球孢子菌
 , , , ,        申克氏孢子丝菌
 , , , ,        着色真菌
 , , , ,            暗色丝孢霉菌
 , , , ,            皮肤着色芽生菌
 , , , ,        隐球菌
 , , , ,            新型隐球菌
 , , , ,        接合菌纲
 , , , ,            毛霉目
 , , , ,                毛霉菌
 , , , ,            虫霉目
 , , , ,                冠状虫霉
 , , , ,                蛙粪霉菌
 , , , ,        洛博芽生菌
 , , , ,        鼻孢子菌
 , , , ,        波氏假霉样真菌
 , , , ,        念珠地丝菌
 , , , ,        青霉菌
 , , , ,            马尔尼菲青霉菌
 , , , ,        伊蒙菌
 , , , ,    螺旋体感染
 , , , ,        梅毒螺旋体
 , , , ,        雅司螺旋体
 , , , ,        品他密螺旋体
 , , , ,    支原体感染
 , , , ,        肺炎支原体
 , , , ,    衣原体感染
 , , , ,        鹦鹉热衣原体
 , , , ,        附红细胞体
 , , , ,        沙眼衣原体
 , , , ,        牛衣原体
 , , , ,    立克次体感染
 , , , ,        嗜吞噬细胞无形体
 , , , ,    原虫感染
 , , , ,        鞭毛虫
 , , , ,            美洲锥虫
 , , , ,            滴虫
 , , , ,            非洲锥虫
 , , , ,            蓝氏贾第鞭毛虫
 , , , ,            利什曼原虫
 , , , ,        阿米巴
 , , , ,            棘阿米巴
 , , , ,        孢子虫
 , , , ,            肉孢子虫
 , , , ,            弓形虫
 , , , ,            疟原虫
 , , , ,            梨浆虫亚纲
 , , , ,                巴贝虫原虫
 , , , ,            卡氏肺孢子虫
 , , , ,            微小隐孢子虫
 , , , ,        纤毛虫
 , , , ,            结肠小袋纤毛虫
 , , , ,    蠕虫感染
 , , , ,        扁形动物门
 , , , ,            血吸虫
 , , , ,            绦虫纲
 , , , ,        线形动物门
 , , , ,            旋毛虫
 , , , ,            丝虫
 , , , ,            麦地那龙线虫
 , , , ,            钩虫
 , , , ,        棘头动物门
 , , , ,    其他病原
 , , , ,        节肢动物
 , , , ,        朊病毒
 , , , ,感染病情
 , , , ,    炎症
 , , , ,    菌血症
 , , , ,    软组织感染
 , , , ,        蜂窝织炎
 , , , ,        炎性包块
 , , , ,    化脓性
 , , , ,        脓肿
 , , , ,    感染病程
 , , , ,        复发
 , , , ,        再染
 , , , ,        恢复期
 , , , ,        带菌
 , , , ,        潜伏期
 , , , ,        接触暴露
 , , , ,    毒血症
, ,病情描述
, , ,病因
 , , , ,流产后
, ,细菌学描述
 , , ,病原学描述
 , , , ,氧气需求
 , , , ,    需氧
 , , , ,    厌氧
 , , , ,染色
 , , , ,    革兰氏染色
 , , , ,        革兰氏阴性
 , , , ,        革兰氏阳性
 , , , ,药效
 , , , ,    耐药
 , , , ,    敏感
阴茎包皮血肿,包皮血肿
, ,病情描述
, , ,病情
包皮疾病,包皮疾病，其他包皮疾病
, ,先天后天
 , , ,先天后天
 , , , ,先天性
 , , , ,后天性
, ,病情描述
, , ,病情
 , , , ,瘢痕
 , , , ,包皮溃疡
 , , , ,包皮囊肿
 , , , ,包皮水肿
贲门恶性肿瘤,贲门癌
, ,病情描述
, , ,病情
 , , , ,食管贲门连接部
 , , , ,贲门口
, ,病情描述
, , ,并发症
 , , , ,出血
, ,病因
 , , ,恶性肿瘤
 , , , ,癌
 , , , ,    鳞癌
 , , , ,        高分化鳞癌
 , , , ,        中分化鳞癌
 , , , ,        低分化鳞癌
 , , , ,    腺癌
 , , , ,        高分化腺癌
 , , , ,        中分化腺癌
 , , , ,        低分化腺癌
 , , , ,    未分化癌
 , , , ,    其他癌
 , , , ,        腺鳞癌
 , , , ,    原位癌
 , , , ,肉瘤
, ,肿瘤TNM分期
 , , ,TNM
 , , , ,T
 , , , ,    Tis
 , , , ,    T0
 , , , ,    T1
 , , , ,    T2
 , , , ,    T3
 , , , ,    T4
 , , , ,    Tx
 , , , ,N
 , , , ,    N0
 , , , ,    N1
 , , , ,    N2
 , , , ,    N3
 , , , ,M
 , , , ,    M0
 , , , ,    M1
 , , , ,分期依据
 , , , ,    p
 , , , ,    c
 , , , ,    s
 , , , ,    r
贲门狭窄性疾病,贲门失弛缓，贲门痉挛，贲门梗阻，贲门弛缓不能
, ,病情描述
, , ,年龄
 , , , ,新生儿
, ,病情描述
, , ,病情
 , , , ,贲门口狭窄
 , , , ,贲门梗阻
, ,先天后天
 , , ,先天后天
 , , , ,先天性
 , , , ,后天性
苯丙氨酸代谢障碍性疾病,苯丙酮尿症
, ,病情描述
, , ,病情
 , , , ,四氢生物蝶呤缺乏症
鼻部皮肤病变,鼻部皮肤病变，酒渣鼻
, ,病情描述
, , ,病情
 , , , ,酒渣鼻
 , , , ,    肥大性酒渣鼻
 , , , ,鼻红粒病
, ,部位
 , , ,鼻
 , , , ,鼻腔
 , , , ,    鼻中隔
 , , , ,    鼻前庭
 , , , ,鼻部骨骼
 , , , ,    鼻骨
 , , , ,    泪骨
 , , , ,    犁骨
 , , , ,    下鼻甲
 , , , ,    鼻软骨
 , , , ,鼻翼
 , , , ,鼻孔
鼻部外伤,鼻外伤
, ,部位
 , , ,鼻
 , , , ,鼻腔
 , , , ,    鼻中隔
 , , , ,    鼻前庭
 , , , ,鼻部骨骼
 , , , ,    鼻骨
 , , , ,    泪骨
 , , , ,    犁骨
 , , , ,    下鼻甲
 , , , ,    鼻软骨
 , , , ,鼻翼
 , , , ,鼻孔
, ,病情描述
, , ,病情
 , , , ,血肿
, ,病因
 , , ,外来伤害
 , , , ,物理性伤害
 , , , ,    锐性伤害
 , , , ,        切割伤
 , , , ,        刺伤
 , , , ,        咬伤
 , , , ,        刀伤
 , , , ,        撕脱伤
 , , , ,            脱套伤
 , , , ,        裂伤
 , , , ,        离断
 , , , ,            部分离断
 , , , ,            完全离断
 , , , ,    钝性伤害
 , , , ,        浅表损伤
 , , , ,            软组织损伤
 , , , ,        碾挫伤
 , , , ,        挫伤
 , , , ,        挫裂伤
 , , , ,        摔伤/坠落伤
 , , , ,        砸伤/棍击伤
 , , , ,        震荡伤
 , , , ,        挤压伤
 , , , ,            热挤压伤
 , , , ,        劳损
 , , , ,        扭伤
 , , , ,        擦伤
 , , , ,其他外伤
 , , , ,    减速伤
 , , , ,        挥鞭伤
 , , , ,    爆震伤
 , , , ,    火器伤
 , , , ,    减压伤
 , , , ,    车祸伤
 , , , ,    电击伤
 , , , ,        雷击伤
 , , , ,    辐射伤
 , , , ,    溺水
 , , , ,    创伤性
 , , , ,    穿通伤
 , , , ,伤口类型
 , , , ,    多发伤
 , , , ,    闭合性
 , , , ,    开放性
 , , , ,    清洁性
 , , , ,    污染性
 , , , ,    陈旧性
 , , , ,    全身性
 , , , ,烧伤
 , , , ,    腐蚀伤
 , , , ,        性质
 , , , ,            酸性烧伤
 , , , ,                硫酸化学伤
 , , , ,                亚硝酸化学伤
 , , , ,                盐酸化学伤
 , , , ,                酸性物质化学伤
 , , , ,            碱性烧伤
 , , , ,                氢氧化钠化学伤
 , , , ,                氢氧化钾化学伤
 , , , ,        程度
 , , , ,            一度
 , , , ,            二度
 , , , ,            三度
 , , , ,    烫伤
 , , , ,中毒
 , , , ,    药物中毒
 , , , ,    生物中毒
 , , , ,        动物中毒
 , , , ,            虫咬伤
 , , , ,            蛇咬伤
 , , , ,        植物中毒
 , , , ,        其他生物中毒
 , , , ,    重金属中毒
 , , , ,    有机溶剂中毒
 , , , ,冻伤
 , , , ,    一度冻伤
 , , , ,    二度冻伤
 , , , ,    三度冻伤
 , , , ,    四度冻伤
 , , , ,    职业性冻伤
 , , , ,    局部冻伤
 , , , ,冷伤
 , , , ,    全身冷伤
, ,病情描述
, , ,并发症
 , , , ,蝶窦异物
鼻部异物,鼻异物
, ,部位
 , , ,鼻
 , , , ,鼻腔
 , , , ,    鼻中隔
 , , , ,    鼻前庭
 , , , ,鼻部骨骼
 , , , ,    鼻骨
 , , , ,    泪骨
 , , , ,    犁骨
 , , , ,    下鼻甲
 , , , ,    鼻软骨
 , , , ,鼻翼
 , , , ,鼻孔
, ,病程
 , , ,病程
 , , , ,急性
 , , , ,慢性
 , , , ,其他病程描述
 , , , ,    陈旧性
 , , , ,        后遗症
 , , , ,    慢性病程急性发作
 , , , ,    急性转慢性
 , , , ,    恢复期
 , , , ,    复发
 , , , ,    亚急性
, ,病情描述
, , ,病情
 , , , ,鼻前庭囊肿
, ,病因
 , , ,异物存留
 , , , ,结石
 , , , ,医源性
 , , , ,    磁性物
鼻出血,鼻出血
, ,病情描述
, , ,病情
, ,病情描述
, , ,年龄
 , , , ,新生儿
, ,左右
 , , ,左右双单
 , , , ,左侧
 , , , ,右侧
 , , , ,双侧
 , , , ,单侧
鼻窦息肉,鼻窦息肉
, ,病情描述
, , ,病情
 , , , ,沃克斯综合征
 , , , ,鼻窦息肉样退行性变
, ,左右
 , , ,左右双单
 , , , ,左侧
 , , , ,右侧
 , , , ,双侧
 , , , ,单侧
, ,部位
 , , ,鼻窦
 , , , ,额窦
 , , , ,上颌窦
 , , , ,筛窦
 , , , ,蝶窦
鼻窦感染性疾病,鼻窦炎
, ,病程
 , , ,病程
 , , , ,急性
 , , , ,慢性
 , , , ,其他病程描述
 , , , ,    陈旧性
 , , , ,        后遗症
 , , , ,    慢性病程急性发作
 , , , ,    急性转慢性
 , , , ,    恢复期
 , , , ,    复发
 , , , ,    亚急性
, ,病情描述
, , ,病情
 , , , ,变应性
 , , , ,化脓性
 , , , ,干酪性
 , , , , 航空性 
 , , , ,牙源性
 , , , ,肉芽肿
 , , , ,全组鼻窦炎
 , , , ,出血性坏死性
 , , , ,瘘
 , , , ,    口腔上颌窦瘘
, ,左右
 , , ,左右双单
 , , , ,左侧
 , , , ,右侧
 , , , ,双侧
 , , , ,单侧
, ,部位
 , , ,鼻窦
 , , , ,额窦
 , , , ,上颌窦
 , , , ,筛窦
 , , , ,蝶窦
, ,病因
 , , ,感染
 , , , ,病原学
 , , , ,    细菌感染
 , , , ,        球菌
 , , , ,            奈瑟菌
 , , , ,                脑膜炎球菌
 , , , ,                淋球菌
 , , , ,            气球菌
 , , , ,            葡萄球菌
 , , , ,                表皮葡萄球菌
 , , , ,                金黄色葡萄球菌
 , , , ,                腐生葡萄球菌
 , , , ,                溶血葡萄球菌
 , , , ,                人葡萄球菌
 , , , ,                头葡萄球菌
 , , , ,                沃氏葡萄球菌
 , , , ,                凝固酶阴性葡萄球菌
 , , , ,            肠球菌
 , , , ,                粪肠球菌
 , , , ,                屎肠球菌
 , , , ,                鸟肠球菌
 , , , ,                坚韧球肠菌
 , , , ,            链球菌
 , , , ,                肺炎链球菌
 , , , ,                草绿色链球菌
 , , , ,                溶血性链球菌
 , , , ,                    A族链球菌
 , , , ,                    B族链球菌
 , , , ,                    D族链球菌
 , , , ,                唾液链球菌
 , , , ,        杆菌
 , , , ,            加特纳菌
 , , , ,                阴道加特纳菌
 , , , ,            鲍特菌
 , , , ,                百日咳鲍特菌
 , , , ,                支气管败血鲍特杆菌
 , , , ,                副百日咳鲍特杆菌
 , , , ,            军团菌
 , , , ,                嗜肺军团菌
 , , , ,                麦氏军团菌
 , , , ,                杜氏军团菌
 , , , ,            克雷伯氏菌
 , , , ,            变形杆菌
 , , , ,            阴沟肠杆菌
 , , , ,            粘球杆菌
 , , , ,            产碱杆菌
 , , , ,            苍白杆菌
 , , , ,                人苍白杆菌
 , , , ,            肠道杆菌
 , , , ,                埃希菌
 , , , ,                志贺菌
 , , , ,                沙门菌
 , , , ,                    伤寒杆菌
 , , , ,                    C群沙门菌
 , , , ,                    B群沙门菌
 , , , ,                    猪霍乱沙门菌
 , , , ,                    鼠伤寒沙门菌
 , , , ,                    阿哥拉沙门菌
 , , , ,                    沙门菌伦敦血清型
 , , , ,                    都柏林沙门菌
 , , , ,                    亚利桑那沙门氏杆菌
 , , , ,                    副伤寒杆菌
 , , , ,                大肠杆菌
 , , , ,                    致病性大肠杆菌
 , , , ,                    肠毒性大肠杆菌
 , , , ,                    肠侵袭性大肠杆菌
 , , , ,                    肠出血性大肠杆菌
 , , , ,                    肠粘附性大肠杆菌
 , , , ,                爱德华氏菌
 , , , ,                    迟钝爱德华氏菌
 , , , ,                普鲁菲登菌
 , , , ,                    雷极普鲁菲登菌
 , , , ,                    斯氏普鲁菲登菌
 , , , ,                    产碱普鲁菲登菌
 , , , ,                沙雷氏菌
 , , , ,                    粘质沙雷氏菌
 , , , ,                难辨梭状芽孢杆菌
 , , , ,                吡邻单胞菌
 , , , ,                嗜水气单胞菌
 , , , ,                坏死梭形杆菌
 , , , ,                坂崎肠杆菌
 , , , ,                枸橼酸杆菌
 , , , ,            棒状杆菌
 , , , ,                白喉棒状杆菌
 , , , ,                蕈样棒状杆菌
 , , , ,            嗜血杆菌
 , , , ,                流感嗜血杆菌
 , , , ,            分枝杆菌
 , , , ,                结核杆菌
 , , , ,                    非典型分枝杆菌
 , , , ,                麻风分枝杆菌
 , , , ,                非结核分枝杆菌
 , , , ,                    鸟-胞内复合分枝杆菌
 , , , ,                    堪萨斯分枝杆菌
 , , , ,                    瘰疬分枝杆菌
 , , , ,                    海分枝杆菌
 , , , ,                    溃疡分枝杆菌
 , , , ,                    偶发分枝杆菌
 , , , ,                    龟分枝杆菌
 , , , ,                    脓肿分枝杆菌
 , , , ,                    猿猴分枝杆菌
 , , , ,                    土地分枝杆菌
 , , , ,            弗里德兰德氏杆菌
 , , , ,            不动杆菌
 , , , ,                醋酸钙不动杆菌
 , , , ,                鲁菲不动杆菌
 , , , ,                鲍曼不动杆菌
 , , , ,                溶血不动杆菌
 , , , ,                琼氏不动杆菌
 , , , ,                约翰逊不动杆菌
