术语中心词	知识量	状态	责任人
人粒细胞集落刺激因子	0		
小檗胺	0		
叶绿素铜钠	0		
神经节苷脂	0		
左卡尼汀	0		
凝血酶原复合物	0		
结合雌激素	0		
巴曲酶	0		
VitK1	0		
亚硫酸氢钠甲萘醌	0		
艾曲波帕	0		
氨基己酸	0		
氨甲苯酸	0		
氨甲环酸	0		
醋甘氨酸乙二胺	0		
酚磺乙胺	0		
卡巴克洛	0		
卡络磺钠	0		
罗米司亭	0		
凝血酶	0		
人白介素Ⅱ	0		
人凝血因子Ⅷ	0		
人血小板生成素	0		
鱼精蛋白	0		
云南白药	0		
多潘立酮	0		
氯波必利	0		
莫沙必利	0		
西沙必利	0		
伊托必利	0		
咪达唑仑	0		
扎来普隆	0		
阿扑吗啡	0		
阿扑吗啡	0		
苯乙肼	0		
吗氯贝胺	0		
司来吉兰	0		
丙哌维林	0		
卡巴胆碱	0		
后马托品	0		
托吡卡胺	0		
利斯的明	0		
安贝氯铵	0		
地美溴铵	0		
他克林	0		
新斯的明	0		
溴吡斯的明	0		
依酚氯铵	0		
依可碘酯	0		
利培酮	0		
帕潘利酮	0		
齐拉西酮	0		
氨磺必利	0		
硫必利	0		
奈莫必利	0		
瑞莫必利	0		
舒必利	0		
舒托必利	0		
左舒必利	0		
氟哌利多	0		
三氟哌多	0		
替米哌隆	0		
溴哌利多	0		
氟司必林	0		
匹莫齐特	0		
奥昔派汀	0		
吗茚酮	0		
舍吲哚	0		
哌罗匹隆	0		
哌甲酯	0		
托卡朋	0		
氟吡汀	0		
筒箭毒碱	0		
阿曲可宁	0		
粉防己碱	0		
辅酶Ⅰ	0		
赖氨酸	0		
吡拉西坦	0		
茴拉西坦	0		
吡硫醇	0		
阿米三嗪	0		
艾地苯醌	0		
氨酪酸	0		
胞磷胆碱	0		
己酮可可碱	0		
萝巴新	0		
匹莫林	0		
乙酰谷酰胺	0		
法舒地尔	0		
地衣芽孢杆菌	0		
复合乳酸菌	0		
蜡样芽胞杆菌	0		
嗜酸乳杆菌	0		
双歧杆菌	0		
前列地尔	0		
川芎嗪	0		
烟酸占替诺	0		
胰激肽原酶	0		
川穹嗪	0		
银杏叶提取物	0		
七叶皂苷	0		
小牛血去蛋白提取物	0		
醋谷胺	0		
细胞色素C	0		
藻酸双酯	0		
环扁桃酯	0		
依地酸二钠	0		
阿尼帕米	0		
氨氯地平	0		
巴尼地平	0		
贝尼地平	0		
苄普地尔	0		
地尔硫卓	0		
法利帕米	0		
非洛地平	0		
芬地林	0		
氟桂利嗪	0		
桂利嗪	0		
加洛帕米	0		
拉西地平	0		
乐卡地平	0		
利多氟嗪	0		
洛美利嗪	0		
马尼地平	0		
吗多明	0		
尼伐地平	0		
尼卡地平	0		
尼莫地平	0		
尼群地平	0		
尼群地平	0		
尼索地平	0		
哌克昔林	0		
普尼拉明	0		
噻帕米	0		
西尼地平	0		
硝苯地平	0		
伊拉地平	0		
左氨氯地平	0		
多沙普仑	0		
二甲弗林	0		
尼可刹米	0		
门冬氨酸	0		
牛磺酸	0		
苦参素	0		
齐墩果酸	0		
水飞蓟宾	0		
促肝细胞生长素	0		
辅酶A	0		
甘草酸单铵	0		
甘草酸二铵	0		
核糖核酸	0		
联苯双酯	0		
磷酸胆碱	0		
硫普罗宁	0		
葡醛内酯	0		
双环醇	0		
原卟啉钠	0		
重酒石酸胆碱	0		
吡卡酯	0		
氯唑沙宗	0		
琥珀胆碱	0		
己氨胆碱	0		
美索巴莫	0		
阿库氯铵	0		
阿曲库铵	0		
戈拉碘铵	0		
罗库溴铵	0		
米库氯胺	0		
哌库溴铵	0		
泮库溴铵	0		
顺阿曲库铵	0		
替扎尼定	0		
维库溴铵	0		
巴氯芬	0		
强调明确化学成分特征，不考虑简单化合、剂型、包装、生产厂商等“商品”特征	0		
一叶萩碱	0		
二甲硅油	0		
聚磺苯乙烯	0		
氨丁三醇	0		
醋酸己脲	0		
格列吡嗪	0		
格列喹酮	0		
格列美脲	0		
格列齐特	0		
甲苯磺丁脲	0		
常规胰岛素	0		
低精蛋白胰岛素	0		
地特胰岛素	0		
甘精胰岛素	0		
精蛋白胰岛素	0		
赖脯胰岛素	0		
门冬胰岛素	0		
吡格列酮	0		
罗格列酮	0		
曲格列酮	0		
苯乙双胍	0		
二甲双胍	0		
阿卡波糖	0		
艾塞那肽	0		
伏格列波糖	0		
利拉鲁肽	0		
米格列奈	0		
那格列奈	0		
瑞格列奈	0		
西格列汀	0		
依帕司他	0		
谷氨酸	0		
包醛氧淀粉	0		
弹性酶	0		
硫酸软骨素A	0		
藻酸双脂钠	0		
红花油	0		
亚油酸	0		
月见草油	0		
地维烯胺	0		
考来烯胺	0		
阿托伐他汀	0		
氟伐他汀	0		
洛伐他汀	0		
普伐他汀	0		
瑞舒伐他汀	0		
辛伐他汀	0		
血脂康	0		
阿西莫司	0		
泛硫乙胺	0		
非诺贝特	0		
夫拉扎勃	0		
甘糖酯	0		
环丙贝特	0		
吉非贝齐	0		
吉非罗齐	0		
利贝特	0		
氯贝丁酯	0		
普罗布考	0		
依折麦布	0		
左旋糖酐硫酸酯钠	0		
阿夫唑嗪	0		
阿拉普利	0		
阿利吉仑	0		
奥美沙坦	0		
贝那普利	0		
倍他尼定	0		
吡那地尔	0		
布那唑嗪	0		
地巴唑	0		
地拉普利	0		
地舍平	0		
多沙唑嗪	0		
厄贝沙坦	0		
二氮嗪	0		
福辛普利	0		
胍法辛	0		
胍氯酚	0		
胍那苄	0		
胍那决尔	0		
胍那克林	0		
胍乙啶	0		
肼屈嗪	0		
卡托普利	0		
坎地沙坦	0		
可乐定	0		
喹那普利	0		
赖诺普利	0		
雷米普利	0		
利美尼定	0		
螺普利	0		
氯沙坦	0		
咪达普利	0		
米诺地尔	0		
莫索尼定	0		
莫维普利	0		
帕吉林	0		
哌唑嗪	0		
培哚普利	0		
群多普利	0		
噻美尼定	0		
坦洛新	0		
特拉唑嗪	0		
替米沙坦	0		
酮色林	0		
托洛尼定	0		
乌拉地尔	0		
西拉普利	0		
硝普钠	0		
缬沙坦	0		
依那普利	0		
异喹胍	0		
吲达帕胺	0		
佐芬普利	0		
抗蛇毒血清	0		
半胱胺酸	0		
二巯丁二酸	0		
氟马西尼	0		
硫代硫酸钠	0		
美他多辛	0		
纳络酮	0		
右丙亚胺	0		
亚叶酸钙	0		
颠茄	0		
阿尔维林	0		
奥替溴铵	0		
奥昔布宁	0		
丙胺太林	0		
甲溴贝那替秦	0		
间苯三酚	0		
匹维溴铵	0		
屈他维林	0		
曲美布汀	0		
溴丙胺太林	0		
谷胱甘肽	0		
金刚乙胺	0		
溴夫定	0		
阿德福韦	0		
阿糖腺苷	0		
阿昔洛韦	0		
恩替卡韦	0		
伐昔洛韦	0		
泛昔洛韦	0		
更昔洛韦	0		
拉米夫定	0		
利巴韦林	0		
喷昔洛韦	0		
齐多夫定	0		
去羟肌苷	0		
司他夫定	0		
替比夫定	0		
碘苷	0		
阿巴卡韦	0		
奥司他韦	0		
穿琥宁	0		
金刚烷胺	0		
利托那韦	0		
膦甲酸钠	0		
奈韦拉平	0		
万乃洛韦	0		
依曲韦林	0		
茚地那韦	0		
扎那米韦	0		
苯琥胺	0		
甲琥胺	0		
乙琥胺	0		
甲乙双酮	0		
三甲双酮	0		
苯妥英钠	0		
美芬妥英	0		
乙苯妥英	0		
丙戊酰胺	0		
拉莫三嗪	0		
托吡酯	0		
利鲁唑	0		
氟化钠	0		
依普黄酮	0		
阿利马嗪	0		
奥索马嗪	0		
丙酰马嗪	0		
氮卓司汀	0		
二甲替嗪	0		
甲地嗪	0		
美喹他嗪	0		
羟乙异丙嗪	0		
噻丙铵	0		
异西喷地	0		
阿司咪唑	0		
阿扎他定	0		
地洛他定	0		
地氯雷他定	0		
非索非那丁	0		
氯雷他定	0		
咪唑斯汀	0		
赛庚啶	0		
特非那定	0		
依巴斯汀	0		
左卡巴斯汀	0		
奥沙米特	0		
布克利嗪	0		
氟桂利嗪	0		
高氯环嗪	0		
桂利嗪	0		
氯桂嗪	0		
氯环利嗪	0		
美可洛嗪	0		
尼普拉嗪	0		
羟嗪	0		
去氯羟嗪	0		
赛克利嗪	0		
西替利嗪	0		
左西替利嗪	0		
阿伐斯汀	0		
二甲茚定	0		
非尼拉敏	0		
曲普利定	0		
托普帕敏	0		
溴苯那敏	0		
右氯苯那敏	0		
右溴苯那敏	0		
苯海拉明	0		
苯托沙敏	0		
多西拉敏	0		
恩布拉敏	0		
卡巴沙明	0		
美芬铵	0		
曲美苄胺	0		
溴苯海拉明	0		
安他唑啉	0		
氯吡拉敏	0		
美吡拉敏	0		
美沙吡林	0		
曲吡那敏	0		
宋齐拉敏	0		
西尼二胺	0		
希司咯定	0		
氨来占诺	0		
奥洛他定	0		
巴米品	0		
苯茚胺	0		
吡嘧司特	0		
氮斯汀	0		
地普托品	0		
二苯拉林	0		
粉尘螨注射液	0		
克立咪唑	0		
洛度沙胺	0		
氯马斯汀	0		
美海曲林	0		
孟鲁司特钠	0		
奈多罗米	0		
诺贝斯汀	0		
派海茶碱	0		
匹美噻吨	0		
普仑司特	0		
齐留通	0		
曲尼司特	0		
曲托喹啉	0		
曲占诺	0		
塞曲司特	0		
噻拉米特	0		
色甘酸钠	0		
色羟丙钠	0		
司奎那定	0		
司他斯汀	0		
四唑硫蒽酮	0		
他齐茶碱	0		
替美斯汀	0		
酮替芬	0		
托普斯特	0		
西那利定	0		
异丁司特	0		
扎鲁司特	0		
碘剂	0		
放射性碘	0		
丙硫氧嘧啶	0		
甲硫咪唑	0		
卡比马唑	0		
氟哌噻吨	0		
氯哌噻吨	0		
氯普噻吨	0		
替沃噻吨	0		
珠氯噻吨	0		
甲丙氨酯	0		
卡立普多	0		
坦度螺酮	0		
阿米卡星	0		
大观霉素	0		
卡那霉素	0		
链霉素	0		
奈替米星	0		
庆大霉素	0		
妥布霉素	0		
西索米星	0		
小诺米星	0		
依替米星	0		
异帕米星	0		
磺苄西林	0		
氯唑西林	0		
美洛西林	0		
哌拉西林	0		
替卡西林	0		
阿奇霉素	0		
地红霉素	0		
红霉素	0		
吉他霉素	0		
克拉霉素	0		
罗红霉素	0		
罗他霉素	0		
麦白霉素	0		
麦迪霉素	0		
他克莫司	0		
泰利霉素	0		
西罗莫司	0		
依维莫司	0		
乙酰螺旋霉素	0		
乙酰麦迪霉素	0		
多黏菌素B	0		
黏菌素	0		
利奈唑胺	0		
达托霉素	0		
磺胺甲噁唑	0		
磺胺嘧啶	0		
舒噻美	0		
唑尼沙胺	0		
吡哌酸	0		
吉米沙星	0		
普卢利沙星	0		
普卢利沙星	0		
司氟沙星	0		
妥舒沙星	0		
氟罗沙星	0		
环丙沙星	0		
芦氟沙星	0		
洛美沙星	0		
那氟沙星	0		
帕珠沙星	0		
培氟沙星	0		
司帕沙星	0		
托氟沙星	0		
氧氟沙星	0		
依诺沙星	0		
左氧氟沙星	0		
加替沙星	0		
莫西沙星	0		
克林霉素	0		
林可霉素	0		
多西环素	0		
米诺环素	0		
四环素	0		
土霉素	0		
氨曲南	0		
比阿培南	0		
厄他培南	0		
法罗培南	0		
美罗培南	0		
帕尼培南	0		
亚胺培南	0		
去甲万古霉素	0		
替考拉宁	0		
万古霉素	0		
头孢丙烯	0		
头孢呋辛	0		
头孢美唑	0		
头孢孟多	0		
头孢尼西	0		
头孢替安	0		
头孢替坦	0		
头孢西丁	0		
拉氧头孢	0		
头孢泊肟	0		
头孢布烯	0		
头孢地嗪	0		
头孢克肟	0		
头孢米诺	0		
头孢哌酮	0		
头孢匹胺	0		
头孢曲松	0		
头孢噻肟	0		
头孢他啶	0		
头孢托仑	0		
头孢唑肟	0		
氟氧头孢	0		
头孢吡肟	0		
头孢氨苄	0		
头孢克洛	0		
头孢拉定	0		
头孢硫脒	0		
头孢羟氨苄	0		
头孢唑林	0		
甲砜霉素	0		
氯霉素	0		
奥硝唑	0		
甲硝唑	0		
哌硝噻唑	0		
塞克硝唑	0		
替硝唑	0		
夫西地酸	0		
磷霉素	0		
利福定	0		
利福霉素	0		
利福喷丁	0		
利福平	0		
利福昔明	0		
吡嗪酰胺	0		
丙硫异烟胺	0		
乙胺丁醇	0		
乙硫异烟胺	0		
氨苯砜	0		
苯丙砜	0		
醋氨苯砜	0		
氯法齐明	0		
甲氧苄啶	0		
乙胺嘧啶	0		
加压素	0		
氯贝丁酯	0		
氯磺丙脲	0		
灯盏花素	0		
去纤酶	0		
阿加曲班	0		
阿替普酶	0		
比伐卢定	0		
达比加群酯	0		
肝素	0		
枸橼酸钠	0		
华法林	0		
磺达肝癸钠	0		
利伐沙班	0		
链激酶	0		
尿激酶	0		
瑞替普酶	0		
蚓激酶	0		
重组水蛭素	0		
多糖铁	0		
富马酸亚铁	0		
琥珀酸亚铁	0		
硫酸亚铁	0		
葡萄酸亚铁	0		
山梨醇铁	0		
右旋糖酐铁	0		
蔗糖铁	0		
氯化钴	0		
促红素	0		
谷丙甘氨酸	0		
爱普利特	0		
保前列	0		
伯泌松	0		
非洲臀果木提取物	0		
护前列	0		
癃闭舒	0		
普适泰	0		
前列回春	0		
前列康	0		
前列泰	0		
前列通	0		
枸橼酸哌嗪	0		
三苯双脒	0		
双羟萘酸噻嘧啶	0		
粘菌素	0		
阿比多尔	0		
伯氨喹	0		
甲氟喹	0		
氯喹	0		
哌喹	0		
羟氯喹	0		
蒿甲醚	0		
青蒿琥酯	0		
青蒿素	0		
双氢青蒿素	0		
本芴醇	0		
洛萘啶	0		
阿苯达唑	0		
吡喹酮	0		
恩波吡维铵	0		
甲苯咪唑	0		
氯硝柳胺	0		
哌嗪	0		
噻嘧啶	0		
伊维菌素	0		
乙胺嗪	0		
萘替芬	0		
环吡酮	0		
苯丁酰脲	0		
苯乙酰脲	0		
铝碳酸镁	0		
氢氧化铝	0		
碳酸钙	0		
氧化镁	0		
苯溴马隆	0		
丙磺舒	0		
磺吡酮	0		
奎尼丁	0		
阿普林定	0		
胺碘酮	0		
巴芦卡尼	0		
美西律	0		
莫雷西嗪	0		
普鲁卡因胺	0		
妥卡胺	0		
妥卡尼	0		
腺苷	0		
舍尼通	0		
磺吡酮	0		
奥扎格雷	0		
棓丙酯	0		
贝前列素	0		
达唑氧苯	0		
氯贝丁酯	0		
氯吡格雷	0		
普格拉雷	0		
羟苯磺酸	0		
氢氯吡格	0		
曲克芦丁	0		
噻氯匹定	0		
沙格雷酯	0		
替罗非班	0		
西洛他唑	0		
伊洛前列素	0		
依前列醇	0		
依替巴肽	0		
吲哚布芬	0		
葛根素	0		
阿氯米松	0		
倍氯米松	0		
倍氯米松	0		
倍他米松	0		
布地奈德	0		
布地奈德	0		
地夫可特	0		
地塞米松	0		
丁氯倍他松	0		
二氟米松	0		
氟米龙	0		
氟轻松	0		
氟氢可的松	0		
氟替卡松	0		
氟替卡松	0		
哈西奈德	0		
甲泼尼龙	0		
甲羟松	0		
糠酸莫米松	0		
可的松	0		
卤米松	0		
氯泼尼醇	0		
莫米松	0		
泼尼松	0		
泼尼松龙	0		
氢化可的松	0		
曲安奈德	0		
曲安奈德	0		
曲安西龙	0		
去羟米松	0		
曲克芦丁	0		
菠萝蛋白酶	0		
舍雷肽酶	0		
奥匹哌醇	0		
丙米嗪	0		
地昔帕明	0		
度硫平	0		
多塞平	0		
卡匹帕明	0		
氯米帕明	0		
普罗替林	0		
曲米帕明	0		
去甲替林	0		
噻奈普汀	0		
丙咪嗪	0		
度洛西汀	0		
米氮平	0		
曲唑酮	0		
舍曲林	0		
西酞普兰	0		
棉酚	0		
次甲氯地孕酮	0		
醋炔诺酮	0		
甲地孕酮	0		
甲孕环酯	0		
奎孕酮	0		
氯地孕酮	0		
诺孕酮	0		
羟孕酮	0		
去氧孕烯	0		
炔诺孕酮	0		
炔酮肟	0		
炔孕酮	0		
炔孕酮	0		
双醋炔诺醇	0		
孕二烯酮	0		
孕三烯酮	0		
左炔诺孕酮	0		
甲烯前列素	0		
苯扎氯铵	0		
醋酸苯汞	0		
酚碘氯胶	0		
环氧司坦	0		
孟苯醇醚	0		
米他氯铵	0		
壬苯醇醚	0		
双炔失碳酯	0		
烷苯醇醚	0		
碳酸锂	0		
奥卡西平	0		
卡马西平	0		
丙戊酸钠	0		
制霉菌素	0		
联苯苄唑	0		
氟胞嘧啶	0		
卡泊芬净	0		
米卡芬净	0		
克霉唑	0		
咪康唑	0		
酮康唑	0		
益康唑	0		
伏立康唑	0		
特康唑	0		
伊曲康唑	0		
特比萘芬	0		
阿莫罗芬	0		
布替萘芬	0		
美金刚	0		
奥沙利铂	0		
卡铂	0		
洛铂	0		
奈达铂	0		
顺铂	0		
苯丁酸氮芥	0		
氮甲	0		
氮芥	0		
美法仑	0		
硝卡芥	0		
阿克拉霉素	0		
高三尖杉酯碱	0		
替尼泊苷	0		
依托泊苷	0		
羟喜树碱	0		
拓扑替康	0		
伊立替康	0		
长春地辛	0		
长春碱	0		
长春瑞滨	0		
长春新碱	0		
多西他赛	0		
紫杉醇	0		
阿柔比星	0		
阿糖胞苷	0		
安吖啶	0		
氨鲁米特	0		
白消安	0		
吡柔比星	0		
丙卡巴肼	0		
博来霉素	0		
雌莫司汀	0		
达卡巴嗪	0		
厄洛替尼	0		
放线菌素D	0		
氟达拉滨	0		
氟尿嘧啶	0		
福莫司汀	0		
吉非替尼	0		
吉西他滨	0		
甲异靛	0		
卡莫氟	0		
卡莫司汀	0		
卡培他滨	0		
榄香烯	0		
硫鸟嘌呤	0		
六甲蜜胺	0		
洛莫司汀	0		
门冬酰胺酶	0		
米托蒽醌	0		
尼洛替尼	0		
尼莫司汀	0		
培美曲赛	0		
平阳霉素	0		
巯嘌呤	0		
去氧氟尿苷	0		
柔红霉素	0		
塞替派	0		
三氧化二砷	0		
司莫司汀	0		
丝裂霉素	0		
替加氟	0		
替莫唑胺	0		
亚砷酸注射液	0		
伊马替尼	0		
异环磷酰胺	0		
毒扁豆碱	0		
丹参	0		
环维黄杨星	0		
长春胺	0		
长春西汀	0		
戊四硝酯	0		
硝酸异山梨酯	0		
愈风宁心片	0		
尼可地尔	0		
西地那非	0		
依他苯酮	0		
乙氧黄酮	0		
腺苷蛋氨酸	0		
苯丙醇	0		
二羟基二丁醚	0		
非布丙醇	0		
环烃氧醛酸	0		
茴三硫	0		
亮菌甲素	0		
羟甲香豆素	0		
羟甲烟胺	0		
曲匹布通	0		
去氢胆酸	0		
熊去氧胆酸	0		
贝美噻嗪	0		
苄氟噻嗪	0		
苄氢氯噻嗪	0		
苄噻嗪	0		
泊利噻嗪	0		
布噻嗪	0		
对氟噻嗪	0		
环噻嗪	0		
环戊噻嗪	0		
甲氯噻嗪	0		
美布噻嗪	0		
氢苄噻嗪	0		
氢氟噻嗪	0		
氢氯噻嗪	0		
三氯噻嗪	0		
戊氟噻嗪	0		
依匹噻嗪	0		
乙噻嗪	0		
氯化铵	0		
阿米洛利	0		
阿佐塞米	0		
氨苯蝶啶	0		
吡咯他尼	0		
布美他尼	0		
醋甲唑胺	0		
二磺法胺	0		
呋塞米	0		
坎利酸钾	0		
喹乙宗	0		
螺内酯	0		
氯拉扎尼	0		
氯帕胺	0		
氯噻酮	0		
氯索隆	0		
美夫西特	0		
美托拉宗	0		
双氯环酰胺	0		
托拉塞米	0		
西氯他宁	0		
希帕胺	0		
依索唑胺	0		
依他尼酸	0		
依托唑啉	0		
吲达帕胺	0		
氨茶碱	0		
茶碱	0		
胆茶碱	0		
多索茶碱	0		
二羟丙茶碱	0		
甘氨酸茶碱钠	0		
赖氨酸茶碱	0		
非那吡啶	0		
奥布卡因	0		
苯甲醇	0		
苯佐卡因	0		
丙泊酚	0		
丙美卡因	0		
丙泮尼地	0		
布比卡因	0		
达克罗宁	0		
地氟烷	0		
丁卡因	0		
恩氟烷	0		
氟烷	0		
甲哌卡因	0		
甲氧氟烷	0		
利多卡因	0		
罗哌卡因	0		
米那索龙	0		
普鲁卡因	0		
七氟烷	0		
羟丁酸钠	0		
辛可卡因	0		
氧化亚氮	0		
依替卡因	0		
依托咪酯	0		
异氟烷	0		
雷公藤总苷	0		
抗人T细胞猪免疫球蛋白	0		
奥马佐单抗	0		
巴利昔单抗	0		
贝伐珠单抗	0		
苯丁酸氮芥	0		
布隆那	0		
达利珠单抗	0		
芬戈莫德	0		
胍立莫司	0		
环磷酰胺	0		
甲氨嘌呤	0		
抗淋巴细胞血清	0		
抗人T细胞CD3鼠单抗	0		
抗人T细胞免疫球蛋白	0		
来氟米特	0		
利妥昔单抗	0		
硫唑嘌呤	0		
吗替麦考酚酯	0		
咪唑立宾	0		
羟基脲	0		
青霉胺	0		
曲妥珠单抗	0		
兔抗人胸腺细胞免疫球蛋白	0		
西妥昔单抗	0		
英利西单抗	0		
胞壁酰二肽	0		
卡介苗	0		
卡介苗多糖核酸制剂	0		
罗莫肽	0		
A群溶链球菌制剂	0		
A型链球菌甘露聚糖	0		
草分支杆菌制剂	0		
短棒状杆菌制剂	0		
金黄色葡萄球菌滤液制剂	0		
灵菌素	0		
伤寒杆菌脂多糖	0		
铜绿假单胞菌制剂	0		
胸腺肽	0		
白芍总苷	0		
冬虫夏草	0		
二乙基二巯基氨基甲酸钠	0		
干扰素	0		
聚肌苷酸聚胞苷酸	0		
聚腺苷酸聚鸟苷酸	0		
卡介菌多糖核酸	0		
兰菌净	0		
咪喹莫特	0		
免疫核糖核酸	0		
脾多肽	0		
匹多莫德	0		
人参多糖	0		
人免疫球蛋白	0		
替洛隆	0		
乌苯美司	0		
西佐糖	0		
香菇多糖	0		
胸腺素	0		
银耳多糖	0		
云芝多糖	0		
植物血凝素	0		
重组人白介素	0		
猪苓多糖	0		
转移因子	0		
左旋咪唑	0		
艾叶	0		
毒毛花苷K	0		
地高辛	0		
甲地高辛	0		
毛花苷丙	0		
去乙酰毛花苷	0		
洋地黄毒苷	0		
氨力农	0		
氨力农	0		
米力农	0		
乙酰半胱氨酸	0		
桔梗	0		
满山红	0		
牡荆	0		
碘化钾	0		
氯化铵	0		
稀化粘素	0		
氨溴索	0		
厄多司坦	0		
沙雷肽酶	0		
司美钠	0		
脱氧核糖核酸酶	0		
溴凡克新	0		
溴己新	0		
愈创甘油醚	0		
愈创木酚甘油醚	0		
愈创木酚磺酸钾	0		
苯丙胺	0		
马普替林	0		
托莫西汀	0		
美加明	0		
潘必啶	0		
喷托铵	0		
溴莫尼定	0		
萘哌地尔	0		
噻吗心安	0		
奥昔非君	0		
丙卡特罗	0		
多巴胺	0		
多巴酚丁胺	0		
非诺特罗	0		
福莫特罗	0		
海索那林	0		
甲氧那明	0		
克仑特罗	0		
氯丙那林	0		
美芬丁胺	0		
米多君	0		
萘甲唑啉	0		
沙美特罗	0		
肾上腺素	0		
妥洛特罗	0		
阿普洛尔	0		
阿替洛尔	0		
艾司洛尔	0		
贝凡洛尔	0		
倍他洛尔	0		
苯呋洛尔	0		
比索洛尔	0		
波吲洛尔	0		
布非洛尔	0		
布库洛尔	0		
布拉洛尔	0		
布尼洛尔	0		
布新洛尔	0		
地来洛尔阿罗洛尔氨磺洛尔	0		
丁非洛尔	0		
二醋洛尔	0		
酚苄明	0		
酚妥拉明	0		
氟司洛尔	0		
甲吲洛尔	0		
卡拉洛尔	0		
卡替洛尔	0		
卡维地洛	0		
拉贝洛尔	0		
美替洛尔	0		
美托洛尔	0		
莫普洛尔	0		
莫西赛利	0		
纳多洛尔	0		
帕非洛尔	0		
喷布洛尔	0		
塞利洛尔	0		
塞他洛尔	0		
噻吗洛尔	0		
索他洛尔	0		
托利洛尔	0		
妥拉洛尔	0		
妥拉唑林	0		
氧烯洛尔	0		
依泮洛尔	0		
异克舒令	0		
吲哚拉明	0		
吲哚洛尔	0		
茚诺洛尔	0		
育亨宾	0		
左布诺洛尔	0		
甲氧明	0		
去甲肾上腺素	0		
去氧肾上腺素	0		
血管紧张素胺	0		
异丙肾上腺素	0		
炉甘石	0		
氧化锌	0		
雷美替胺	0		
甘露醇	0		
甘油果糖	0		
尿素	0		
山梨醇	0		
异山梨醇	0		
丁溴东莨菪碱	0		
苄丝肼	0		
奥利司他	0		
曲昔匹特	0		
磷酸铝	0		
碳酸铋	0		
甘草锌	0		
甘珀酸钠	0		
枸橼酸铋	0		
吉法酯	0		
胶体果胶铋	0		
胶体酒石酸铋	0		
硫糖铝	0		
麦滋林	0		
瑞巴派特	0		
替普瑞酮	0		
伊索拉定	0		
降纤酶	0		
苯酚	0		
地喹氯铵	0		
度米芬	0		
二溴海因	0		
腐植酸钠	0		
过氧苯甲酰	0		
过氧乙酸	0		
甲酚磺酸	0		
甲酚皂	0		
聚维酮碘	0		
邻苯二醛	0		
氯己定	0		
氯溴异氰酸	0		
氯已定	0		
溶菌酶	0		
三氯生	0		
麝香草酚	0		
戊二醛	0		
西吡氯铵	0		
硝呋太尔	0		
硫酸镁	0		
